timeframe,name,change in price,port,product,std from avg
25d,62%巴粗（SSFG）品牌价格：青岛港（日）,107.0,Qingdao,62%巴粗（SSFG）,1.7092050882102094
30d,62%巴粗（SSFG）品牌价格：青岛港（日）,143.0,Qingdao,62%巴粗（SSFG）,1.6324969106611271
40d,62%巴粗（SSFG）品牌价格：青岛港（日）,176.0,Qingdao,62%巴粗（SSFG）,1.6553647107381597
50d,62%巴粗（SSFG）品牌价格：青岛港（日）,170.0,Qingdao,62%巴粗（SSFG）,1.8153236783048468
60d,62%巴粗（SSFG）品牌价格：青岛港（日）,226.0,Qingdao,62%巴粗（SSFG）,1.9174857267025058
5d,62%巴粗（SSFT）品牌价格：青岛港（日）,17.0,Qingdao,62%巴粗（SSFT）,0.991807044954443
10d,62%巴粗（SSFT）品牌价格：青岛港（日）,50.0,Qingdao,62%巴粗（SSFT）,1.2633665357862343
15d,62%巴粗（SSFT）品牌价格：青岛港（日）,71.0,Qingdao,62%巴粗（SSFT）,1.424815038767155
20d,62%巴粗（SSFT）品牌价格：青岛港（日）,58.0,Qingdao,62%巴粗（SSFT）,1.6851157725656791
25d,62%巴粗（SSFT）品牌价格：青岛港（日）,107.0,Qingdao,62%巴粗（SSFT）,1.7092050882102094
30d,62%巴粗（SSFT）品牌价格：青岛港（日）,143.0,Qingdao,62%巴粗（SSFT）,1.6324969106611271
40d,62%巴粗（SSFT）品牌价格：青岛港（日）,176.0,Qingdao,62%巴粗（SSFT）,1.6553647107381597
50d,62%巴粗（SSFT）品牌价格：青岛港（日）,175.0,Qingdao,62%巴粗（SSFT）,1.8002626128569224
60d,62%巴粗（SSFT）品牌价格：青岛港（日）,231.0,Qingdao,62%巴粗（SSFT）,1.895532240087627
5d,62.5%巴混（BRBF）品牌价格：青岛港（日）,14.0,Qingdao,62.5%巴混（BRBF）,0.9288282368076011
10d,62.5%巴混（BRBF）品牌价格：青岛港（日）,47.0,Qingdao,62.5%巴混（BRBF）,1.1820275916117724
15d,62.5%巴混（BRBF）品牌价格：青岛港（日）,68.0,Qingdao,62.5%巴混（BRBF）,1.355682346895346
20d,62.5%巴混（BRBF）品牌价格：青岛港（日）,55.0,Qingdao,62.5%巴混（BRBF）,1.6152240874354695
25d,62.5%巴混（BRBF）品牌价格：青岛港（日）,112.0,Qingdao,62.5%巴混（BRBF）,1.6237843577799154
30d,62.5%巴混（BRBF）品牌价格：青岛港（日）,151.0,Qingdao,62.5%巴混（BRBF）,1.5114020401464232
40d,62.5%巴混（BRBF）品牌价格：青岛港（日）,184.0,Qingdao,62.5%巴混（BRBF）,1.553073820241132
50d,62.5%巴混（BRBF）品牌价格：青岛港（日）,183.0,Qingdao,62.5%巴混（BRBF）,1.7075841954495414
60d,62.5%巴混（BRBF）品牌价格：青岛港（日）,239.0,Qingdao,62.5%巴混（BRBF）,1.8172649508405065
5d,65%卡拉加斯粉品牌价格：青岛港（日）,17.0,Qingdao,65%卡拉加斯粉,0.2842277497795368
10d,65%卡拉加斯粉品牌价格：青岛港（日）,50.0,Qingdao,65%卡拉加斯粉,1.0068283188073481
15d,65%卡拉加斯粉品牌价格：青岛港（日）,67.0,Qingdao,65%卡拉加斯粉,1.290366619104244
20d,65%卡拉加斯粉品牌价格：青岛港（日）,58.0,Qingdao,65%卡拉加斯粉,1.5859418365486755
25d,65%卡拉加斯粉品牌价格：青岛港（日）,120.0,Qingdao,65%卡拉加斯粉,1.6165825484539043
30d,65%卡拉加斯粉品牌价格：青岛港（日）,152.0,Qingdao,65%卡拉加斯粉,1.5690275901599036
40d,65%卡拉加斯粉品牌价格：青岛港（日）,164.0,Qingdao,65%卡拉加斯粉,1.6842429592994914
50d,65%卡拉加斯粉品牌价格：青岛港（日）,158.0,Qingdao,65%卡拉加斯粉,1.8754008247414564
60d,65%卡拉加斯粉品牌价格：青岛港（日）,228.0,Qingdao,65%卡拉加斯粉,1.9398144768687213
5d,63%巴西块矿品牌价格：青岛港（日）,15.0,Qingdao,63%巴西块矿,0.20777468663127127
10d,63%巴西块矿品牌价格：青岛港（日）,54.0,Qingdao,63%巴西块矿,0.9703363144224895
15d,63%巴西块矿品牌价格：青岛港（日）,70.0,Qingdao,63%巴西块矿,1.2741129280108026
20d,63%巴西块矿品牌价格：青岛港（日）,70.0,Qingdao,63%巴西块矿,1.5374531356941517
25d,63%巴西块矿品牌价格：青岛港（日）,129.0,Qingdao,63%巴西块矿,1.5626670793725237
30d,63%巴西块矿品牌价格：青岛港（日）,142.0,Qingdao,63%巴西块矿,1.5799839071272044
40d,63%巴西块矿品牌价格：青岛港（日）,152.0,Qingdao,63%巴西块矿,1.7691047264482929
50d,63%巴西块矿品牌价格：青岛港（日）,170.0,Qingdao,63%巴西块矿,1.914918296149265
60d,63%巴西块矿品牌价格：青岛港（日）,185.0,Qingdao,63%巴西块矿,2.0606721167524484
5d,60%高硅巴西粗粉品牌价格：青岛港（日）,14.0,Qingdao,60%高硅巴西粗粉,0.9288282368076011
10d,60%高硅巴西粗粉品牌价格：青岛港（日）,47.0,Qingdao,60%高硅巴西粗粉,1.1820275916117724
15d,60%高硅巴西粗粉品牌价格：青岛港（日）,68.0,Qingdao,60%高硅巴西粗粉,1.355682346895346
20d,60%高硅巴西粗粉品牌价格：青岛港（日）,54.0,Qingdao,60%高硅巴西粗粉,1.6161723223714335
25d,60%高硅巴西粗粉品牌价格：青岛港（日）,111.0,Qingdao,60%高硅巴西粗粉,1.628401017648243
30d,60%高硅巴西粗粉品牌价格：青岛港（日）,150.0,Qingdao,60%高硅巴西粗粉,1.514067595752469
40d,60%高硅巴西粗粉品牌价格：青岛港（日）,183.0,Qingdao,60%高硅巴西粗粉,1.5535789350219542
50d,60%高硅巴西粗粉品牌价格：青岛港（日）,182.0,Qingdao,60%高硅巴西粗粉,1.7074833035518013
60d,60%高硅巴西粗粉品牌价格：青岛港（日）,238.0,Qingdao,60%高硅巴西粗粉,1.8163932523569513
5d,58.5%混合粉品牌价格：青岛港（日）,20.0,Qingdao,58.5%混合粉,0.6708203932499369
10d,58.5%混合粉品牌价格：青岛港（日）,70.0,Qingdao,58.5%混合粉,1.0880143315131205
15d,58.5%混合粉品牌价格：青岛港（日）,90.0,Qingdao,58.5%混合粉,1.3808153304034447
20d,58.5%混合粉品牌价格：青岛港（日）,80.0,Qingdao,58.5%混合粉,1.686499041655355
25d,58.5%混合粉品牌价格：青岛港（日）,132.0,Qingdao,58.5%混合粉,1.791100465693549
30d,58.5%混合粉品牌价格：青岛港（日）,160.0,Qingdao,58.5%混合粉,1.7745818745289237
40d,58.5%混合粉品牌价格：青岛港（日）,176.0,Qingdao,58.5%混合粉,1.8969282908731513
50d,58.5%混合粉品牌价格：青岛港（日）,167.0,Qingdao,58.5%混合粉,2.088307456997812
60d,58.5%混合粉品牌价格：青岛港（日）,202.0,Qingdao,58.5%混合粉,2.2504352073399803
5d,58%印度粉矿品牌价格：青岛港（日）,-10.0,Qingdao,58%印度粉矿,-0.9056241156018859
10d,58%印度粉矿品牌价格：青岛港（日）,18.0,Qingdao,58%印度粉矿,-0.08076325737642608
15d,58%印度粉矿品牌价格：青岛港（日）,52.0,Qingdao,58%印度粉矿,0.5985741659551457
20d,58%印度粉矿品牌价格：青岛港（日）,36.0,Qingdao,58%印度粉矿,0.881622625818879
25d,58%印度粉矿品牌价格：青岛港（日）,83.0,Qingdao,58%印度粉矿,1.0503788882070317
30d,58%印度粉矿品牌价格：青岛港（日）,128.0,Qingdao,58%印度粉矿,1.0746098547507605
40d,58%印度粉矿品牌价格：青岛港（日）,152.0,Qingdao,58%印度粉矿,1.235186270728589
50d,58%印度粉矿品牌价格：青岛港（日）,157.0,Qingdao,58%印度粉矿,1.4058645201300328
60d,58%印度粉矿品牌价格：青岛港（日）,178.0,Qingdao,58%印度粉矿,1.5563709190237565
5d,59%印度粉矿品牌价格：青岛港（日）,-10.0,Qingdao,59%印度粉矿,-0.9056241156018859
10d,59%印度粉矿品牌价格：青岛港（日）,18.0,Qingdao,59%印度粉矿,-0.08076325737642608
15d,59%印度粉矿品牌价格：青岛港（日）,52.0,Qingdao,59%印度粉矿,0.5985741659551457
20d,59%印度粉矿品牌价格：青岛港（日）,36.0,Qingdao,59%印度粉矿,0.881622625818879
25d,59%印度粉矿品牌价格：青岛港（日）,78.0,Qingdao,59%印度粉矿,1.0598233795668257
30d,59%印度粉矿品牌价格：青岛港（日）,123.0,Qingdao,59%印度粉矿,1.0907433145496837
40d,59%印度粉矿品牌价格：青岛港（日）,147.0,Qingdao,59%印度粉矿,1.2467068798045384
50d,59%印度粉矿品牌价格：青岛港（日）,152.0,Qingdao,59%印度粉矿,1.4143522283397103
60d,59%印度粉矿品牌价格：青岛港（日）,173.0,Qingdao,59%印度粉矿,1.5624677424067488
5d,60%印度粉矿品牌价格：青岛港（日）,-10.0,Qingdao,60%印度粉矿,-0.9056241156018859
10d,60%印度粉矿品牌价格：青岛港（日）,24.0,Qingdao,60%印度粉矿,0.20771567181356104
15d,60%印度粉矿品牌价格：青岛港（日）,58.0,Qingdao,60%印度粉矿,0.7057703666495064
20d,60%印度粉矿品牌价格：青岛港（日）,36.0,Qingdao,60%印度粉矿,0.9787979012576083
25d,60%印度粉矿品牌价格：青岛港（日）,96.0,Qingdao,60%印度粉矿,1.1070845062870818
30d,60%印度粉矿品牌价格：青岛港（日）,144.0,Qingdao,60%印度粉矿,1.1113413229959623
40d,60%印度粉矿品牌价格：青岛港（日）,168.0,Qingdao,60%印度粉矿,1.2676951605665632
50d,60%印度粉矿品牌价格：青岛港（日）,178.0,Qingdao,60%印度粉矿,1.4354628067506965
60d,60%印度粉矿品牌价格：青岛港（日）,199.0,Qingdao,60%印度粉矿,1.5822192055720117
5d,61%印度粉矿品牌价格：青岛港（日）,-10.0,Qingdao,61%印度粉矿,-0.9056241156018859
10d,61%印度粉矿品牌价格：青岛港（日）,24.0,Qingdao,61%印度粉矿,0.20771567181356104
15d,61%印度粉矿品牌价格：青岛港（日）,58.0,Qingdao,61%印度粉矿,0.7057703666495064
20d,61%印度粉矿品牌价格：青岛港（日）,36.0,Qingdao,61%印度粉矿,0.9787979012576083
25d,61%印度粉矿品牌价格：青岛港（日）,96.0,Qingdao,61%印度粉矿,1.1070845062870818
30d,61%印度粉矿品牌价格：青岛港（日）,144.0,Qingdao,61%印度粉矿,1.1113413229959623
40d,61%印度粉矿品牌价格：青岛港（日）,168.0,Qingdao,61%印度粉矿,1.2676951605665632
50d,61%印度粉矿品牌价格：青岛港（日）,178.0,Qingdao,61%印度粉矿,1.4354628067506965
60d,61%印度粉矿品牌价格：青岛港（日）,199.0,Qingdao,61%印度粉矿,1.5822192055720117
5d,62%印度粉矿品牌价格：青岛港（日）,-10.0,Qingdao,62%印度粉矿,-0.9056241156018859
10d,62%印度粉矿品牌价格：青岛港（日）,24.0,Qingdao,62%印度粉矿,0.20771567181356104
15d,62%印度粉矿品牌价格：青岛港（日）,58.0,Qingdao,62%印度粉矿,0.7057703666495064
20d,62%印度粉矿品牌价格：青岛港（日）,36.0,Qingdao,62%印度粉矿,0.9787979012576083
25d,62%印度粉矿品牌价格：青岛港（日）,86.0,Qingdao,62%印度粉矿,1.1230638006959266
30d,62%印度粉矿品牌价格：青岛港（日）,134.0,Qingdao,62%印度粉矿,1.12680192954973
40d,62%印度粉矿品牌价格：青岛港（日）,158.0,Qingdao,62%印度粉矿,1.2738366323734767
50d,62%印度粉矿品牌价格：青岛港（日）,168.0,Qingdao,62%印度粉矿,1.4363330421201412
60d,62%印度粉矿品牌价格：青岛港（日）,189.0,Qingdao,62%印度粉矿,1.5787731729473327
5d,63%印度粉矿品牌价格：青岛港（日）,-10.0,Qingdao,63%印度粉矿,-0.9056241156018859
10d,63%印度粉矿品牌价格：青岛港（日）,24.0,Qingdao,63%印度粉矿,0.20771567181356104
15d,63%印度粉矿品牌价格：青岛港（日）,58.0,Qingdao,63%印度粉矿,0.7057703666495064
20d,63%印度粉矿品牌价格：青岛港（日）,36.0,Qingdao,63%印度粉矿,0.9787979012576083
25d,63%印度粉矿品牌价格：青岛港（日）,83.0,Qingdao,63%印度粉矿,1.1292618308707503
30d,63%印度粉矿品牌价格：青岛港（日）,131.0,Qingdao,63%印度粉矿,1.1372288669696888
40d,63%印度粉矿品牌价格：青岛港（日）,155.0,Qingdao,63%印度粉矿,1.2813360256002608
50d,63%印度粉矿品牌价格：青岛港（日）,165.0,Qingdao,63%印度粉矿,1.4417823996051575
60d,63%印度粉矿品牌价格：青岛港（日）,186.0,Qingdao,63%印度粉矿,1.5825588876452303
5d,63.5%印度粉矿品牌价格：青岛港（日）,-10.0,Qingdao,63.5%印度粉矿,-0.9056241156018859
10d,63.5%印度粉矿品牌价格：青岛港（日）,24.0,Qingdao,63.5%印度粉矿,0.20771567181356104
15d,63.5%印度粉矿品牌价格：青岛港（日）,58.0,Qingdao,63.5%印度粉矿,0.7057703666495064
20d,63.5%印度粉矿品牌价格：青岛港（日）,36.0,Qingdao,63.5%印度粉矿,0.9787979012576083
25d,63.5%印度粉矿品牌价格：青岛港（日）,81.0,Qingdao,63.5%印度粉矿,1.1330689529113318
30d,63.5%印度粉矿品牌价格：青岛港（日）,129.0,Qingdao,63.5%印度粉矿,1.144199238931138
40d,63.5%印度粉矿品牌价格：青岛港（日）,153.0,Qingdao,63.5%印度粉矿,1.2864138821258195
50d,63.5%印度粉矿品牌价格：青岛港（日）,163.0,Qingdao,63.5%印度粉矿,1.4454558430384525
60d,63.5%印度粉矿品牌价格：青岛港（日）,184.0,Qingdao,63.5%印度粉矿,1.5850836560261965
5d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,6.0,Qingdao,61.5%慧安科技粉（HABF）,-0.271225401448328
10d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,62.0,Qingdao,61.5%慧安科技粉（HABF）,0.802915709536508
15d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,94.0,Qingdao,61.5%慧安科技粉（HABF）,1.076738206166649
20d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,79.0,Qingdao,61.5%慧安科技粉（HABF）,1.3558752238402405
25d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,131.0,Qingdao,61.5%慧安科技粉（HABF）,1.518116555096278
30d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,178.0,Qingdao,61.5%慧安科技粉（HABF）,1.5220925851637537
40d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,189.0,Qingdao,61.5%慧安科技粉（HABF）,1.6667999119392147
50d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,174.0,Qingdao,61.5%慧安科技粉（HABF）,1.8615636560295596
60d,61.5%慧安科技粉（HABF）品牌价格：青岛港（日）,228.0,Qingdao,61.5%慧安科技粉（HABF）,2.002486975341785
5d,62%罗伊山块品牌价格：青岛港（日）,12.0,Qingdao,62%罗伊山块,0.056399596744321705
10d,62%罗伊山块品牌价格：青岛港（日）,51.0,Qingdao,62%罗伊山块,0.9165183859533289
15d,62%罗伊山块品牌价格：青岛港（日）,77.0,Qingdao,62%罗伊山块,1.1745031686434968
20d,62%罗伊山块品牌价格：青岛港（日）,80.0,Qingdao,62%罗伊山块,1.4264714503353544
25d,62%罗伊山块品牌价格：青岛港（日）,129.0,Qingdao,62%罗伊山块,1.5007172232823986
30d,62%罗伊山块品牌价格：青岛港（日）,157.0,Qingdao,62%罗伊山块,1.5426159673568205
40d,62%罗伊山块品牌价格：青岛港（日）,175.0,Qingdao,62%罗伊山块,1.706150890780832
50d,62%罗伊山块品牌价格：青岛港（日）,201.0,Qingdao,62%罗伊山块,1.816809831465808
60d,62%罗伊山块品牌价格：青岛港（日）,223.0,Qingdao,62%罗伊山块,1.9376678362979223
5d,61%罗伊山粉品牌价格：青岛港（日）,6.0,Qingdao,61%罗伊山粉,-0.271225401448328
10d,61%罗伊山粉品牌价格：青岛港（日）,63.0,Qingdao,61%罗伊山粉,0.8034660352430738
15d,61%罗伊山粉品牌价格：青岛港（日）,81.0,Qingdao,61%罗伊山粉,1.1078848785835367
20d,61%罗伊山粉品牌价格：青岛港（日）,74.0,Qingdao,61%罗伊山粉,1.395743598842178
25d,61%罗伊山粉品牌价格：青岛港（日）,125.0,Qingdao,61%罗伊山粉,1.5275434243176162
30d,61%罗伊山粉品牌价格：青岛港（日）,171.0,Qingdao,61%罗伊山粉,1.5091516742415874
40d,61%罗伊山粉品牌价格：青岛港（日）,191.0,Qingdao,61%罗伊山粉,1.6304242855741997
50d,61%罗伊山粉品牌价格：青岛港（日）,182.0,Qingdao,61%罗伊山粉,1.7975124356670966
60d,61%罗伊山粉品牌价格：青岛港（日）,224.0,Qingdao,61%罗伊山粉,1.9602629532066256
5d,63%纽曼筛后块品牌价格：青岛港（日）,15.0,Qingdao,63%纽曼筛后块,0.2077746866312565
10d,63%纽曼筛后块品牌价格：青岛港（日）,44.0,Qingdao,63%纽曼筛后块,0.9564436179150935
15d,63%纽曼筛后块品牌价格：青岛港（日）,60.0,Qingdao,63%纽曼筛后块,1.2240279720470884
20d,63%纽曼筛后块品牌价格：青岛港（日）,72.0,Qingdao,63%纽曼筛后块,1.4345514092103844
25d,63%纽曼筛后块品牌价格：青岛港（日）,116.0,Qingdao,63%纽曼筛后块,1.461229456744983
30d,63%纽曼筛后块品牌价格：青岛港（日）,139.0,Qingdao,63%纽曼筛后块,1.503012383067552
40d,63%纽曼筛后块品牌价格：青岛港（日）,151.0,Qingdao,63%纽曼筛后块,1.6706423421709502
50d,63%纽曼筛后块品牌价格：青岛港（日）,166.0,Qingdao,63%纽曼筛后块,1.813907574029891
60d,63%纽曼筛后块品牌价格：青岛港（日）,188.0,Qingdao,63%纽曼筛后块,1.9598910520581427
5d,60%RTX粉品牌价格：青岛港（日）,6.0,Qingdao,60%RTX粉,-0.271225401448328
10d,60%RTX粉品牌价格：青岛港（日）,57.0,Qingdao,60%RTX粉,0.794388738538642
15d,60%RTX粉品牌价格：青岛港（日）,89.0,Qingdao,60%RTX粉,1.0610750405590224
20d,60%RTX粉品牌价格：青岛港（日）,79.0,Qingdao,60%RTX粉,1.3377158324503957
25d,60%RTX粉品牌价格：青岛港（日）,125.0,Qingdao,60%RTX粉,1.5085889762210527
30d,60%RTX粉品牌价格：青岛港（日）,183.0,Qingdao,60%RTX粉,1.4606937855774371
40d,60%RTX粉品牌价格：青岛港（日）,210.0,Qingdao,60%RTX粉,1.5669317833602017
50d,60%RTX粉品牌价格：青岛港（日）,204.0,Qingdao,60%RTX粉,1.7250698461689096
60d,60%RTX粉品牌价格：青岛港（日）,248.0,Qingdao,60%RTX粉,1.8757715344204757
5d,61.5%PB粉品牌价格：日照港（日）,6.0,Rizhao,61.5%PB粉,-0.271225401448328
10d,61.5%PB粉品牌价格：日照港（日）,60.0,Rizhao,61.5%PB粉,0.801306379083455
15d,61.5%PB粉品牌价格：日照港（日）,92.0,Rizhao,61.5%PB粉,1.0730758976316963
20d,61.5%PB粉品牌价格：日照港（日）,77.0,Rizhao,61.5%PB粉,1.3517516305633028
25d,61.5%PB粉品牌价格：日照港（日）,129.0,Rizhao,61.5%PB粉,1.5116048411420724
30d,61.5%PB粉品牌价格：日照港（日）,171.0,Rizhao,61.5%PB粉,1.5283267721335745
40d,61.5%PB粉品牌价格：日照港（日）,185.0,Rizhao,61.5%PB粉,1.6718935531904824
50d,61.5%PB粉品牌价格：日照港（日）,178.0,Rizhao,61.5%PB粉,1.8550846022695837
60d,61.5%PB粉品牌价格：日照港（日）,220.0,Rizhao,61.5%PB粉,2.0174639300522856
5d,62.5%PB块品牌价格：日照港（日）,15.0,Rizhao,62.5%PB块,0.2077746866312565
10d,62.5%PB块品牌价格：日照港（日）,54.0,Rizhao,62.5%PB块,0.9703363144224895
15d,62.5%PB块品牌价格：日照港（日）,70.0,Rizhao,62.5%PB块,1.2741129280108026
20d,62.5%PB块品牌价格：日照港（日）,67.0,Rizhao,62.5%PB块,1.5400299405708802
25d,62.5%PB块品牌价格：日照港（日）,116.0,Rizhao,62.5%PB块,1.597531208045318
30d,62.5%PB块品牌价格：日照港（日）,139.0,Rizhao,62.5%PB块,1.6271470829516572
40d,62.5%PB块品牌价格：日照港（日）,149.0,Rizhao,62.5%PB块,1.787417000737098
50d,62.5%PB块品牌价格：日照港（日）,175.0,Rizhao,62.5%PB块,1.9027485948147382
60d,62.5%PB块品牌价格：日照港（日）,197.0,Rizhao,62.5%PB块,2.0114837867349875
5d,57%阿特拉斯粉品牌价格：日照港（日）,14.0,Rizhao,57%阿特拉斯粉,0.48038446141526137
10d,57%阿特拉斯粉品牌价格：日照港（日）,64.0,Rizhao,57%阿特拉斯粉,1.0120486274099798
15d,57%阿特拉斯粉品牌价格：日照港（日）,94.0,Rizhao,57%阿特拉斯粉,1.2669200671032903
20d,57%阿特拉斯粉品牌价格：日照港（日）,83.0,Rizhao,57%阿特拉斯粉,1.5521416064801132
25d,57%阿特拉斯粉品牌价格：日照港（日）,119.0,Rizhao,57%阿特拉斯粉,1.7246433495520512
30d,57%阿特拉斯粉品牌价格：日照港（日）,136.0,Rizhao,57%阿特拉斯粉,1.8252933214464522
40d,57%阿特拉斯粉品牌价格：日照港（日）,156.0,Rizhao,57%阿特拉斯粉,1.9869605003755668
50d,57%阿特拉斯粉品牌价格：日照港（日）,161.0,Rizhao,57%阿特拉斯粉,2.1359333679188284
60d,57%阿特拉斯粉品牌价格：日照港（日）,203.0,Rizhao,57%阿特拉斯粉,2.2283031580510646
5d,56.5%超特粉品牌价格：日照港（日）,14.0,Rizhao,56.5%超特粉,0.48038446141526137
10d,56.5%超特粉品牌价格：日照港（日）,64.0,Rizhao,56.5%超特粉,1.0120486274099798
15d,56.5%超特粉品牌价格：日照港（日）,94.0,Rizhao,56.5%超特粉,1.2669200671032903
20d,56.5%超特粉品牌价格：日照港（日）,83.0,Rizhao,56.5%超特粉,1.5521416064801132
25d,56.5%超特粉品牌价格：日照港（日）,119.0,Rizhao,56.5%超特粉,1.7246433495520512
30d,56.5%超特粉品牌价格：日照港（日）,136.0,Rizhao,56.5%超特粉,1.8252933214464522
40d,56.5%超特粉品牌价格：日照港（日）,156.0,Rizhao,56.5%超特粉,1.9869605003755668
50d,56.5%超特粉品牌价格：日照港（日）,159.0,Rizhao,56.5%超特粉,2.1437016658490324
60d,56.5%超特粉品牌价格：日照港（日）,201.0,Rizhao,56.5%超特粉,2.2414710032377867
5d,61%金布巴粉品牌价格：日照港（日）,6.0,Rizhao,61%金布巴粉,-0.271225401448328
10d,61%金布巴粉品牌价格：日照港（日）,63.0,Rizhao,61%金布巴粉,0.8145964827230713
15d,61%金布巴粉品牌价格：日照港（日）,86.0,Rizhao,61%金布巴粉,1.103287024964881
20d,61%金布巴粉品牌价格：日照港（日）,77.0,Rizhao,61%金布巴粉,1.3895831053048375
25d,61%金布巴粉品牌价格：日照港（日）,130.0,Rizhao,61%金布巴粉,1.5268379532001588
30d,61%金布巴粉品牌价格：日照港（日）,178.0,Rizhao,61%金布巴粉,1.5204013865215018
40d,61%金布巴粉品牌价格：日照港（日）,198.0,Rizhao,61%金布巴粉,1.6386469278430915
50d,61%金布巴粉品牌价格：日照港（日）,189.0,Rizhao,61%金布巴粉,1.806507345047021
60d,61%金布巴粉品牌价格：日照港（日）,231.0,Rizhao,61%金布巴粉,1.970638072868755
5d,57%罗布河粉品牌价格：日照港（日）,-7.0,Rizhao,57%罗布河粉,-0.9468358117829571
10d,57%罗布河粉品牌价格：日照港（日）,21.0,Rizhao,57%罗布河粉,0.46718676463903636
15d,57%罗布河粉品牌价格：日照港（日）,35.0,Rizhao,57%罗布河粉,0.878143494602633
20d,57%罗布河粉品牌价格：日照港（日）,11.0,Rizhao,57%罗布河粉,1.0160506242150236
25d,57%罗布河粉品牌价格：日照港（日）,64.0,Rizhao,57%罗布河粉,1.0630011523432017
30d,57%罗布河粉品牌价格：日照港（日）,97.0,Rizhao,57%罗布河粉,1.0475097966246478
40d,57%罗布河粉品牌价格：日照港（日）,117.0,Rizhao,57%罗布河粉,1.196976694937477
50d,57%罗布河粉品牌价格：日照港（日）,113.0,Rizhao,57%罗布河粉,1.373238847265718
60d,57%罗布河粉品牌价格：日照港（日）,171.0,Rizhao,57%罗布河粉,1.4624701324295495
5d,58%罗布河块品牌价格：日照港（日）,15.0,Rizhao,58%罗布河块,0.20777468663127127
10d,58%罗布河块品牌价格：日照港（日）,49.0,Rizhao,58%罗布河块,0.9654086022835964
15d,58%罗布河块品牌价格：日照港（日）,63.0,Rizhao,58%罗布河块,1.2642689073411597
20d,58%罗布河块品牌价格：日照港（日）,69.0,Rizhao,58%罗布河块,1.512050164126916
25d,58%罗布河块品牌价格：日照港（日）,115.0,Rizhao,58%罗布河块,1.5351582296990103
30d,58%罗布河块品牌价格：日照港（日）,138.0,Rizhao,58%罗布河块,1.559597359135665
40d,58%罗布河块品牌价格：日照港（日）,151.0,Rizhao,58%罗布河块,1.7164461625133276
50d,58%罗布河块品牌价格：日照港（日）,178.0,Rizhao,58%罗布河块,1.8202835748278723
60d,58%罗布河块品牌价格：日照港（日）,200.0,Rizhao,58%罗布河块,1.9306831379505993
5d,61%麦克粉品牌价格：日照港（日）,9.0,Rizhao,61%麦克粉,-0.14433756729740646
10d,61%麦克粉品牌价格：日照港（日）,63.0,Rizhao,61%麦克粉,0.8323693843317632
15d,61%麦克粉品牌价格：日照港（日）,88.0,Rizhao,61%麦克粉,1.1115017123388646
20d,61%麦克粉品牌价格：日照港（日）,77.0,Rizhao,61%麦克粉,1.3973751639446501
25d,61%麦克粉品牌价格：日照港（日）,129.0,Rizhao,61%麦克粉,1.5473772877318033
30d,61%麦克粉品牌价格：日照港（日）,175.0,Rizhao,61%麦克粉,1.5362846260033245
40d,61%麦克粉品牌价格：日照港（日）,191.0,Rizhao,61%麦克粉,1.6655989581259822
50d,61%麦克粉品牌价格：日照港（日）,184.0,Rizhao,61%麦克粉,1.8397642955203422
60d,61%麦克粉品牌价格：日照港（日）,229.0,Rizhao,61%麦克粉,1.9924268749281433
5d,62.5%纽曼粉品牌价格：日照港（日）,6.0,Rizhao,62.5%纽曼粉,-0.271225401448328
10d,62.5%纽曼粉品牌价格：日照港（日）,55.0,Rizhao,62.5%纽曼粉,0.8122567058358442
15d,62.5%纽曼粉品牌价格：日照港（日）,87.0,Rizhao,62.5%纽曼粉,1.0841236293884176
20d,62.5%纽曼粉品牌价格：日照港（日）,83.0,Rizhao,62.5%纽曼粉,1.358178758583369
25d,62.5%纽曼粉品牌价格：日照港（日）,126.0,Rizhao,62.5%纽曼粉,1.5130276554508928
30d,62.5%纽曼粉品牌价格：日照港（日）,166.0,Rizhao,62.5%纽曼粉,1.5386185902000915
40d,62.5%纽曼粉品牌价格：日照港（日）,191.0,Rizhao,62.5%纽曼粉,1.6545287263099622
50d,62.5%纽曼粉品牌价格：日照港（日）,186.0,Rizhao,62.5%纽曼粉,1.8157916634336462
60d,62.5%纽曼粉品牌价格：日照港（日）,224.0,Rizhao,62.5%纽曼粉,1.970140559655389
5d,63%纽曼块品牌价格：日照港（日）,15.0,Rizhao,63%纽曼块,0.2077746866312565
10d,63%纽曼块品牌价格：日照港（日）,47.0,Rizhao,63%纽曼块,0.9624460578293507
15d,63%纽曼块品牌价格：日照港（日）,63.0,Rizhao,63%纽曼块,1.2418572931708958
20d,63%纽曼块品牌价格：日照港（日）,69.0,Rizhao,63%纽曼块,1.4856141512815264
25d,63%纽曼块品牌价格：日照港（日）,118.0,Rizhao,63%纽曼块,1.4926542418214646
30d,63%纽曼块品牌价格：日照港（日）,141.0,Rizhao,63%纽曼块,1.520284549077865
40d,63%纽曼块品牌价格：日照港（日）,151.0,Rizhao,63%纽曼块,1.6883497412480595
